player_id,Age,Gender,HCP,Driver,Driver_Dispersion,3-Wood,3-Wood_Dispersion,5-Wood,5-Wood_Dispersion,3-Hybrid,3-Hybrid_Dispersion,4-Hybrid,4-Hybrid_Dispersion,5-Hybrid,5-Hybrid_Dispersion,4-Iron,4-Iron_Dispersion,5-Iron,5-Iron_Dispersion,6-Iron,6-Iron_Dispersion,7-Iron,7-Iron_Dispersion,8-Iron,8-Iron_Dispersion,9-Iron,9-Iron_Dispersion,PW,PW_Dispersion,GW,GW_Dispersion,SW,SW_Dispersion,LW,LW_Dispersion
2970,32,Male,8.8,265.8,25.9,242.8,14.8,,,209.7,10.9,,,,,,,199.8,8.5,175.9,8.8,165.6,10.6,159.4,5,139.3,8.1,129.4,5.7,127.5,3.9,117.8,6,97.9,5.8
2971,43,Male,16.7,222.7,23,198.3,30.3,,,,,,,164.9,17.5,163.1,14.3,,,,,133.8,13.1,134.8,9.5,124.9,6.9,119.2,5.4,116.7,4.1,102.6,5.3,,
2972,19,Male,25.2,191.4,34.3,,,,,155.6,26.3,,,121,10.1,148.1,22.3,,,127.6,11.1,117.6,10.3,96.2,10.3,105.9,5.5,97.7,7.1,84.6,9.7,91,8.2,71,11.8
2973,41,Male,5.4,276.8,24.4,,,,,218.6,15.7,204.5,13.1,,,,,194.9,12.4,182.7,11.4,169.4,9.9,162.9,10.5,,,140.5,6,131.6,4.9,121.1,5.6,,
2974,22,Male,0,304.1,15.3,268.9,12.6,,,,,226.2,15.4,,,219.8,10.8,214.9,14.4,203,13.7,190.1,7.4,177.1,9.9,164.2,4.6,153.4,6.9,142.3,5.9,128,5.4,,
2975,48,Male,12.2,204.4,23.6,205.6,31.4,,,202.9,17.5,,,191.1,9.2,,,172.4,12.6,146.2,9.7,135.2,12.6,126.3,10,130,5.5,123.7,4.3,,,99.4,5.7,75.4,9
2976,50,Male,28.2,167,25.1,,,,,,,,,,,,,,,119.8,12.6,93.6,10.4,,,89,8.3,71.7,5,,,70.3,8.4,61.2,11
2977,44,Female,24.6,128.3,21.1,122.1,26.9,,,,,,,118.6,17.3,,,,,88.5,11.3,104.7,16,79.1,9.7,96.6,5.3,69.6,9.4,,,64.5,9.9,48.5,6.3
2978,48,Male,18.6,229.1,35.8,,,,,184,15.6,,,147.2,17.2,,,,,128.6,12.2,130.6,13.6,129.6,9.3,104.3,9.1,102.6,7.7,,,93.3,5.3,92.2,9
2979,49,Female,2.5,220.7,24.2,193,23.6,174.8,10.5,,,162.4,9.5,153.3,15.1,,,161.4,15.1,141.8,13.1,143,10.3,123.9,4.9,122,5.3,107,4.2,,,88.6,5.2,79.3,7.8
2980,43,Female,9.3,202.5,21.6,192.7,22.4,169.7,15.7,162.2,19,,,,,,,151.3,13,139.2,12.4,126.9,10.2,119.8,7.8,,,100,6.8,104.8,6.6,92.3,3.9,79.3,7.7
2981,31,Male,7.4,281.2,28,238.7,16,,,216.5,8.5,,,,,199,16.3,191.2,7.7,174,10.8,168.1,10.6,153.1,9.2,145.5,7,135.3,3.4,124.2,4.8,112.3,6.2,106.7,4
2982,40,Male,5.9,277.4,16.3,245.3,14.2,232.4,19.4,218.7,14.1,,,197,12.6,205.9,16,196,8,185.2,11.2,173.4,10.9,,,149.7,5.4,139.9,5.8,130,4,119.2,4.6,108.3,8
2983,27,Male,22.7,191,24.2,177.6,30.3,,,173,22.4,,,,,,,,,121.3,14.2,133,13.6,121,9.5,97.3,5.4,110.7,5.2,96,5.7,92,9,,
2984,56,Male,24.6,190.9,32.7,133.2,19.8,,,,,,,114.9,14.4,,,,,132.2,12.5,108,16.9,82,12.8,80.3,11.2,71,6.6,,,60.5,6.7,,
2985,58,Female,17.3,126.8,33.3,137.9,29.2,120.1,14.8,,,,,94.1,18.1,,,,,108.7,13,99.1,10.8,85.9,11.3,71.8,5.2,72.5,8.2,69,7.8,50.9,6.7,,
2986,49,Female,31.2,116.4,39.2,,,,,,,,,,,,,,,77.5,19.5,71.5,9.6,66.5,10.2,67.5,5.1,60.2,8.5,,,48.5,7.2,45,11.1
2987,37,Male,9.1,277.4,24.7,229.6,22,,,207,18.9,,,,,189.3,8.6,186.7,9.9,174.6,9.3,169.1,11,152.6,6.8,140.4,4.1,136,5.3,,,110.6,4,103.8,5.4
2988,30,Female,12.3,202.4,18.7,168.3,25.3,,,154.5,10.9,149,19.8,,,,,,,,,127.2,13.6,118.7,12.2,109.9,8.4,92.6,4.6,86.9,5,87.3,4.9,,
2989,42,Male,9.8,263.6,17.8,223.2,14.9,,,,,,,178.3,15.3,,,173.7,15.3,167.9,8,149.3,8,149.6,6.1,132.5,7.9,129.1,6,,,108.6,6.7,,
2990,59,Female,18.8,129.1,32.2,126.6,25.6,,,,,108.4,17,,,,,,,95.2,9.6,102.2,9.2,78.4,12.3,80.3,8,62.5,7.1,,,69.4,7.8,55,8.9
2991,43,Male,20.5,267.2,24.7,196.8,27.6,,,,,,,151,11.9,,,,,132.5,18.7,131.4,15.1,130,13.9,103,6.8,97.9,8.6,,,81.5,7.2,,
2992,43,Male,23.5,182.4,31,172.1,30.4,,,,,161,25,147.9,20.5,,,,,137.6,10.2,111.8,12.6,133.8,10.9,111.5,5.1,97.5,4.9,87.8,7.7,82.1,8.4,,
2993,47,Male,29.9,152.2,34.1,129.9,33.8,,,130.7,21,,,,,120,17.9,,,109.1,19.2,107.1,16,89.9,7.6,97.1,8.2,86.3,4.6,76.3,5,67.1,6.9,,
2994,44,Male,8.4,266.7,22.9,246.1,13.2,,,223.6,15.9,,,,,190.5,10.4,187.5,7.9,161.5,8.9,148.9,6.5,,,139.7,6.1,122.2,4,121.6,3.9,113.6,5.4,93.5,6.9
2995,34,Male,16,226,21.8,234.1,27.4,,,186.6,18.5,,,168.9,19.2,,,,,,,141.6,14.3,145.8,13.5,111.3,9.4,123.3,6.1,107.3,4.2,93.2,8.6,,
2996,35,Male,2.9,293.4,27,251.1,13.9,,,203,10.1,,,,,210.3,11.7,189.7,12.5,188.6,9.5,181.5,5.7,164.3,9.9,147.7,7.9,144.4,6.6,127.9,3.7,129.9,3.9,114.5,4.6
2997,44,Female,16.2,175.1,33.6,,,,,,,,,,,,,125,10.8,124.9,10.8,115.4,9.7,109.6,11.2,88.3,9,88.8,4.4,85.4,8.8,81.4,5.9,,
2998,50,Male,33.9,140.8,29.7,124.5,22.4,,,,,,,101.7,16.9,,,102.6,16.2,94,12.1,95.6,9.3,82,13.3,76,7,73.5,4.4,67.3,8,60.5,7.4,,
2999,44,Female,20.3,155.6,30.7,130,30.3,,,,,110.7,23.9,,,,,,,106.7,14.6,98.8,17.1,96.6,13,93.3,9.5,86.3,9.5,,,71.2,8.7,,
3000,18,Female,28.2,118.1,38.6,,,,,,,,,,,,,,,109.3,12,99.9,9.1,82.8,7.7,82,8.8,63.7,5.4,72.7,7.1,62.5,8.3,,
3001,55,Male,1.4,253.1,15.1,223.8,24.2,212.1,19,199.5,16.1,,,,,,,178.9,9.7,169,13.9,158.2,8.2,147.4,6.9,136.6,5.1,127.6,6.1,118.6,4.9,108.8,4.3,98.9,7.1
3002,28,Male,17.6,221,28.2,203.9,18.1,,,,,,,,,,,,,150,12.7,130.8,8.6,116.3,12.4,118.9,4.6,117.5,6.2,,,99.8,8.6,,
3003,29,Male,24.8,145.1,35.3,181.8,22.6,,,,,,,,,,,,,145.9,15.2,88,8.2,113.6,10.8,85,11.8,92.3,9.1,97.1,5.4,87.7,6.4,,
3004,44,Male,23.7,175.9,23.2,129.9,31.2,,,,,,,125.9,18.2,,,126,19.2,135.5,17,142.2,9.4,99.1,11.6,85,11.8,89.6,6.3,,,79.5,5.7,,
3005,54,Female,17,136.3,22.9,149.2,22.8,,,,,,,,,,,,,,,104.7,10,96.7,6.8,69.9,10.4,68.4,6.2,76.3,7.2,64.5,6.7,57.9,9.9
3006,28,Male,24.3,216.6,37.2,158,23.2,,,,,,,134,11.6,,,147.4,17.9,,,136.2,16.4,115,11,100.4,5.8,86,6.1,88.9,5.9,95.6,8.6,,
3007,30,Male,24.5,162.2,36.5,169.5,24.3,,,,,,,162.2,19.8,,,,,156.1,10.8,137.9,12.9,101.2,11.8,96.2,10.9,92.3,9,,,81.3,5.3,72.4,10.9
3008,54,Male,34.6,140.8,20.1,,,,,,,,,100,11.4,,,,,94,18.5,103.8,14.5,94.5,9,76,10,71,8.9,74.9,6.6,60.5,7.2,,
3009,56,Male,16.3,221.3,26.4,177.8,17.4,,,,,,,133.7,13,,,,,149.4,17.1,130.7,11.2,129.1,7.5,103,7.1,90.6,8.7,95.4,6,94,6.5,76.2,8.7
3010,44,Male,26.4,184.6,39.9,,,,,,,,,,,,,,,130.2,10.4,129.7,14.7,115,7.3,98.2,6.7,98.9,6.9,,,78.1,6.3,,
3011,39,Female,10.1,223.7,24.6,,,,,160.1,20.8,,,,,,,160.5,18.9,142.8,12.5,138,14.7,114.2,6.9,111.9,9.9,97.9,8.9,,,92.7,7.3,,
3012,22,Male,13.6,258.4,31.2,198.9,27.9,,,196.5,15.9,,,,,,,180.9,12.1,161.8,11.9,154.8,7.7,147,9.8,140.5,9.6,128.9,5.7,117.1,6.1,102.6,8.8,,
3013,48,Male,11.4,274.6,18.7,202.5,28.9,,,176,13.7,,,,,,,,,152.2,14.4,145,13.5,115.8,8.7,153.2,9.7,107,8.3,110.2,4,105.4,6.5,,
3014,20,Female,14.3,173.4,27.4,179.2,23,,,173.1,17.3,,,134.4,9.1,,,,,148.7,15.2,128.4,13.1,108.5,12.7,116.4,4.7,95.3,5.1,,,93.6,8.2,,
3015,36,Male,0.2,303.2,23.7,,,,,239,15.3,,,,,,,214.3,11.6,202.4,12.3,189.5,6.6,176.6,5,163.7,5.1,152.9,6.8,,,130.3,4,,
3016,54,Female,23.5,131.1,21.5,,,,,,,,,88,15.3,,,,,105.9,17.9,91.2,12.3,79,11.9,84.3,6.8,60.3,4.7,,,55.2,6,51.6,9
3017,24,Female,22.8,177,36.8,146.9,26.2,,,,,,,113.5,13.4,,,,,113.3,14.7,105.9,8.5,92.9,14.8,94.6,6.2,79.7,6.6,73,10,71.6,5.3,66.5,5.3
3018,21,Female,3.7,239.7,14.5,197.3,22.7,181.5,15.8,177.6,8.6,,,,,181.8,13.5,171.8,13.3,159.2,10.3,141.1,5.7,136.5,10.3,127.1,5.8,119.9,4.6,105.6,2.9,95.1,5.5,93.9,4
3019,36,Male,23.1,198.3,30.8,184.4,22.6,,,,,,,,,,,144.4,10.1,124,11.3,135.1,16.4,102.1,12.5,107.5,6.9,98.8,8.6,92.6,9,74.1,5,,
3020,41,Female,0.5,237.7,24.3,205.2,16.7,204.1,15.9,191.2,14.4,,,,,,,179.3,10.2,159.8,10.6,154.4,12.2,,,126.8,5.7,115.8,3.9,109.8,4.8,102.9,6.9,,
3021,31,Male,30.9,177.2,36.5,145.2,21,,,,,,,,,,,,,108.1,13.6,97.6,12.7,93.5,10.2,91,9.8,81.6,8.2,,,70,5.7,,
3022,58,Male,13.2,230.3,28.9,172.1,25.9,164.8,21.2,179.7,11.1,,,,,,,,,129.8,11.7,105.6,11.4,111.1,8.6,116,6.3,99.7,6.6,,,85.6,5.8,75.6,7.6
3023,39,Female,0.3,240.6,14.3,215.6,19,201.3,11.3,,,183.6,12,,,184.8,12.9,,,166.9,9,153.6,8.2,143.6,9.4,132.8,6.6,119.4,6.2,,,104.1,4,97.2,8.1
3024,49,Male,17.2,189.7,21.6,198.1,27.5,,,,,,,149.1,17.5,,,145.5,11.4,126.1,10.4,140.5,13.4,112.7,8,100.9,10.3,103.2,3.8,,,100.8,7.4,79.8,9.5
3025,22,Male,3.5,304.1,20.7,268.9,24,254.9,12.4,,,,,209.1,9,,,190.4,12.7,195.8,12.6,190.1,9,,,154.7,5.1,147,5.9,133.1,4.2,129.3,5.2,,
3026,55,Female,31.5,111.5,31.3,,,,,,,,,80,12.8,,,,,77.5,14.4,78.4,16.7,66.5,14,61.5,8.4,63.1,6.7,,,48.5,5,,
3027,32,Male,29.6,187.1,30,,,142,18.5,,,,,,,,,,,,,101.4,12.4,90.1,8.5,89.2,11.4,83.4,9.5,,,73.5,9.5,,
3028,32,Male,19.4,212.8,30.1,171.2,26,,,162.9,22.6,144.8,16.2,,,,,,,145,9.2,132,11.1,108.2,12.8,122.1,10.5,120.4,4.9,111.2,5.5,106.1,7.4,100.5,4.6
3029,46,Male,5.2,260,18.3,234.3,13.3,,,211,17.6,,,,,,,181.6,12.3,175.7,10.2,163.2,12.4,155.1,6.6,141.8,7.1,133.4,3.9,121,5.5,113.1,6.9,103.2,4.9
3030,27,Male,3.8,278.4,25.3,,,243.8,14.7,217.6,13.6,,,,,,,204.9,14.8,184.6,7.2,183.9,11.6,,,159.4,8.2,138.4,5.3,134.6,4.4,126.1,6.8,115.8,6.8
3031,56,Female,21.6,137.6,25.5,124.7,19.4,,,,,,,,,,,,,112.2,10.4,96.6,11.7,66.5,13.1,80.3,8.9,77,7.3,62.6,8.3,58,5.4,,
3032,41,Female,6.4,219.7,16.6,196.2,23.1,182.8,13.9,,,,,,,175.8,11.3,162.1,10.9,148.8,9.9,142.8,5.8,129.7,6.3,118.8,5.6,110.2,4.9,101.8,5.8,96.6,6.4,,
3033,26,Male,26.5,182.4,37.3,,,,,,,,,153.1,17.4,,,,,140.1,17.1,101.9,13.4,98.7,9.3,102.7,7.4,106.9,7.5,,,89.5,6,,
3034,34,Male,23.9,187.9,39.1,172.9,19.5,,,,,,,136.9,13.3,,,146.6,11.9,123.7,11.5,108.9,17.4,124,10.4,,,85.9,9.6,,,73.1,8.2,73.6,6.5
3035,41,Male,9.4,258.6,22.6,230.7,16.3,,,195.6,17.9,,,172.8,15.2,186.1,16.2,187.9,13.8,,,163.2,7,132.8,10,138.1,7.5,125.5,4.6,,,102.6,4.7,104.7,7.8
3036,53,Male,33.7,158.5,25.7,124.5,23.9,118,21.8,,,,,100.8,21.1,,,,,,,92,8.6,82,8.3,76,5.9,71,9.2,66,9.3,60.5,9.4,,
3037,25,Male,9.7,238.7,24.2,218.6,14.9,203.1,11.8,204.5,16.3,,,,,180.2,15.4,191.1,13.3,179.9,7.5,167,9.9,168.6,7.1,145.2,4.9,120.7,3.9,,,115.1,6.1,101.2,7.8
3038,48,Female,9.1,194.3,24.1,,,,,152.6,9,150.9,15.5,137.9,8.9,,,144.2,13.6,135.6,10.5,123.4,11.3,112.4,6,104.7,4,94.7,4.6,,,83.1,6.3,76.4,6
3039,42,Male,3.7,272.8,22.7,234.2,16.6,,,,,,,,,,,194.2,12.1,197.7,8.8,172.4,9.2,157.9,9.8,148.7,6.6,142.4,4.5,,,117.1,5.5,111.6,5.6
3040,20,Male,24.6,188.9,36.3,,,,,,,,,,,,,,,,,116.5,8.7,106.7,11,97.1,8,90,8.8,,,82.9,5.3,,
3041,59,Female,0.7,192.7,19.1,174.8,23.3,167.9,11.5,152.9,16.3,,,141.8,10.6,148.2,11.4,145,14.7,138.9,10.8,121.4,10.9,105.8,9.7,110.7,5.3,98.8,4.4,,,89.4,6.4,75.1,8.2
3042,20,Female,1,240.8,20.6,216,22.5,204.1,14,192.2,11.7,,,,,,,176.7,9.2,162.6,12,154.4,11.7,143.2,9.8,123.2,5.7,113.5,6.4,,,104.7,4.8,,
3043,25,Female,3.7,224.6,24.2,198.4,17.3,,,,,,,,,177.5,14,169.6,14.7,156.1,10.9,141.2,6.5,135.1,6.4,,,118.4,3.6,108.3,5.5,96.6,4.5,,
3044,48,Female,30.8,119.8,28.2,,,104.6,15.9,,,,,,,,,,,,,77.1,13,90.2,12,61.5,6.1,61.2,4.6,,,48.5,5.8,,
3045,19,Male,10.4,264.3,18.2,226.1,28,219.4,25.7,199.5,12.4,,,,,,,,,186.4,16.5,156.6,7.2,151.5,12.4,161.3,10.6,131.9,7.3,128.9,6.5,106.1,7.8,,
3046,52,Male,10.8,197.5,20.8,205.3,28.1,,,190.4,11.7,183.7,13.9,,,,,143.1,18.6,150.2,16.5,130,9.9,125.7,13,111.7,8,101.2,6.8,,,92,6.2,,
3047,35,Male,11.7,251.3,35.9,220.8,26.4,,,,,,,,,,,,,168.5,10.4,146.3,7.5,142.3,12.4,,,113.6,7.1,113.6,4.9,97.2,8.8,,
3048,34,Male,26.8,180.3,39.8,,,164.2,20.5,,,,,120.4,21.1,149.6,13.1,121.6,12.3,133,12.5,116.6,9.9,103.7,7.8,114.9,6.2,93.2,7.4,92.8,9.2,73.3,9.8,,
3049,35,Female,1.2,240.8,18.8,212.3,16.4,,,,,,,,,185.1,10.9,173.3,12.5,163.4,11.7,150.3,11.3,140,5.3,132.8,4.3,114,4.3,109.7,4.2,102.7,5.4,95.5,5.3
3050,38,Male,31.3,163.8,33.3,158.9,30.8,,,,,118.9,15.6,,,,,99.5,10.1,104.1,16.8,111.6,14.7,100.2,14.3,88.4,10.2,88.1,6.2,,,60.5,6,59.9,7.8
3051,24,Male,12.3,245.4,34.1,202.8,19.1,,,190.5,13.5,,,,,,,172.1,18.1,159.6,9,160.4,10.9,156,13.1,134.7,6.5,131.8,6,117,7.5,106.3,7,,
3052,41,Female,17.2,157.2,27.8,140.3,22.3,,,,,,,,,,,126.5,15.5,123.9,10.8,114.2,8.3,110,7.8,103.9,10.8,80.6,8.4,,,86.8,7.7,69.7,6
3053,53,Male,27.2,165.3,21.2,,,,,,,,,,,,,99.5,18.6,109.1,13.1,88,16.1,103.7,13.7,93.4,6.6,71,7.1,71.3,5.6,65.3,9.9,,
3054,28,Female,33.2,117,28.2,100.7,24.5,97.4,27.3,,,,,,,87.5,22.9,,,83.4,14.8,71.5,13.3,71,9.4,76.4,8.7,60.8,6.4,,,51,7.7,48,8.7
3055,19,Male,25.5,151.1,24.3,,,,,,,,,116.5,15.6,,,,,118.5,15.9,143.5,12.3,108.6,13.5,102.1,8.9,77.7,9.8,,,86.5,8.9,,
3056,38,Male,20.1,238.9,27.1,177.7,21.7,,,,,,,157.7,10.8,,,,,143.3,19.4,,,126.3,7.8,116.1,6.2,110.6,5,95.7,8.7,103.6,9.1,,
3057,43,Female,24.7,144.6,36.9,107.5,28.1,,,,,,,104.7,15.3,,,,,91.9,10.3,121,9.1,81,14.1,80.8,11.6,64.7,5.8,72.6,5.4,79.3,5.7,49.7,5.6
3058,24,Male,23.2,208.5,36.7,160.9,31.1,,,,,,,146.6,13.3,,,,,138.1,15,114.6,11.8,113.6,12.7,116,7.2,88.9,5.1,92.1,7.2,89.5,6.8,75.7,6.1
3059,49,Female,31.2,124.2,26.1,,,119.9,16.6,,,,,104.1,20.8,,,88.9,17.2,83.7,11.1,71.5,14.5,66.5,12.7,61.5,7.8,55.5,5.8,52.5,5.3,50.3,7.5,,
3060,57,Female,21.2,121.5,28.3,143.3,24.3,,,140.7,14.2,,,,,,,,,90.7,20,76.5,15.1,,,79.8,10.4,69.4,8.2,60.5,4.3,64.9,7,,
3061,29,Male,5.9,275.7,27.8,240.9,20.7,,,,,,,,,203.7,8.7,199.9,8.1,192.4,9.7,168,12.1,166.2,9.8,150.7,3.6,141,6.9,131.3,6.2,115.1,3.8,108.4,4.6
3062,32,Female,7.1,211.3,14.2,192.7,20.6,,,,,164.9,17.5,,,,,159.8,14.2,150.8,7.7,137.1,8.6,126.1,6.4,117.1,6.5,110,4.9,100.3,5.5,94.6,3.8,,
3063,45,Male,28.7,149.4,28.3,139,29.4,,,,,,,,,,,,,115.4,19.7,96.9,9.7,92.7,10.9,79.2,6.7,75.9,9.1,,,70.8,7.7,64.8,5.9
3064,42,Male,13.4,239.6,24,214.2,30.6,,,168.5,24.1,,,,,,,,,163.4,11.2,148.4,16.1,155.2,9,115,7.5,125.2,7.2,,,104.7,7.1,,
3065,37,Male,19.8,214.6,32.9,186.3,18.9,,,,,,,164.2,19.6,,,,,136.2,14.7,152,9.6,125.9,8,101.1,4.7,104.9,8.8,,,73.3,5.9,,
3066,30,Male,7.5,275.9,20.3,254.1,15.4,228.8,17.8,221.2,17.9,,,,,,,193.2,14.3,194.5,8.7,176.4,7.1,158.3,5.3,153.1,4.7,135.1,5.3,126.3,4.6,106.5,5.8,108.8,7.6
3067,39,Male,30.1,147.8,38.6,170,30.1,,,,,,,,,,,,,94,14.8,104.3,15.4,105.5,11.8,88.8,10.7,102.8,6.5,,,60.5,7.7,,
3068,22,Male,28.1,171,28.2,124.5,33,,,137.3,27.2,,,,,,,,,135.3,15.3,97.2,16.4,96.6,11.1,98.7,9.8,104.7,4.2,,,70.7,5.4,80.2,5.8
3069,32,Male,28.3,170.6,38.2,,,,,,,,,,,116.8,21.2,,,123.9,13.2,100.8,14.7,108.1,14.6,91.3,11.9,85.5,8.9,80.2,4.9,75.1,5.4,69.3,6.6
3070,47,Male,27.1,171.9,22,132.1,27.7,,,142.1,24.4,124.3,12.3,121.1,21.5,,,,,99.2,10.2,111.8,15.4,94.3,10.7,105.9,11.5,82.9,4.6,88.3,7.4,71.1,9.4,64.8,8.5
3071,29,Male,24.8,226.7,36.8,164.6,28.1,,,,,142.9,24.4,,,,,,,130.9,10.4,,,133.2,9.9,114.3,9.3,104.4,7.9,,,76.5,9.8,78.5,8
3072,48,Female,7.8,195.8,22.9,176.5,19.1,,,151.4,18.2,,,146,11.9,154.4,14,144.2,9,,,130,6.6,113.2,4.9,108.9,5.2,99.8,6.9,,,80.8,5.9,77.5,7.1
3073,44,Male,6.5,262.3,26.7,238.5,15.8,214.3,10.9,194.7,17.3,,,171.4,14.3,,,199.4,15,169.1,10.2,164.3,10.1,145.2,6.3,138,4.2,137.7,6.8,125.7,3.2,114,5.9,96.8,7.6
3074,57,Male,22.6,145.7,34.7,131.2,18.9,,,122.7,15.1,,,100,19,,,,,130.3,14.4,93,17.3,103.9,14.4,103.5,8.9,90.4,9.3,72.1,9.6,75.1,7.2,,
3075,49,Female,4.8,213,22.7,,,,,158.6,9.2,,,,,165.6,15.1,146.7,8.7,,,132.4,6.2,124.7,6,,,100.6,4.6,93.4,5.2,88.1,6.3,,
3076,48,Male,7.2,249.5,19.4,224.2,18.4,,,,,190.8,14.7,,,189.1,14.3,179.2,10.8,163.4,10.5,158.3,12,143.2,9.4,130.3,5.1,129.1,3.6,,,105.5,5.6,,
3077,47,Female,28.5,127.6,34.6,,,,,100.2,14.1,,,,,,,,,,,82.3,11.6,75,10.5,68.2,7.4,65.3,6.4,64.9,8,53,9.5,54.4,6.2
3078,21,Female,22.7,120.7,25.1,143.9,27.4,,,,,,,,,,,,,96.2,16.6,96.8,15.9,98.2,11.4,77.1,6.9,84.8,5.7,81.3,7.1,62.7,8.7,,
3079,22,Male,0.5,300.3,20.3,263.3,18.5,,,,,,,,,223.6,15.2,212.1,9.2,201,13.8,190.1,8.2,176.8,6.6,161.6,6.8,151.1,3.9,141.4,3.4,130.7,5,,
3080,35,Female,24.8,155.7,25,118.2,26.4,116.2,29,,,,,105.4,13,,,,,,,107.3,16.6,86.5,7.6,84.4,8.6,69,4.8,,,63.3,8.8,67.6,8.4
3081,49,Male,34.5,140.8,22.8,,,,,,,,,,,,,,,101.3,13.6,88,12.3,82.5,9.1,76,7,71,4.8,,,62.4,6.3,57.3,6.4
3082,49,Male,35.4,140.8,33.1,,,,,,,,,100,17,,,,,94,16.4,88,9.8,82,10.8,76,8.6,71.5,4.5,66,5.7,60.5,7.5,,
3083,57,Male,22.5,154.1,27.1,127.4,22.8,,,,,,,,,,,,,114,19.7,102.2,14.9,85.8,8.3,96.2,6,88.6,7.3,,,68.6,6.7,65.3,11.9
3084,40,Male,35.1,156.6,27.8,,,,,,,,,114.7,10.4,,,,,94,18,88,16.5,91.4,13.4,76,5,71,9.5,71.2,7.6,60.5,8,69.9,7.6
3085,41,Male,0.5,292.6,21.1,267,13.9,254.9,16.2,,,,,,,,,203.2,8.5,203,11.6,187.1,9.3,177.1,5.8,,,153.4,3.2,,,127.7,5.8,,
3086,55,Male,33.5,140.8,38.4,124.5,19.2,,,,,,,,,,,,,94,15.2,92.2,14.1,83,13.1,84,5.3,71,8.4,,,60.5,6.7,,
3087,47,Male,35.5,151.1,25.8,,,,,,,,,,,,,,,,,88,10.7,82,11.1,76,7.8,71,8.5,66.4,7.6,60.5,6.9,,
3088,55,Male,4,246.6,16.7,210.7,18.1,,,186.7,13.2,181,15.4,,,,,170.3,15.1,157.9,8,150.8,12.6,,,131.4,6.9,122.9,6.7,,,106,6.2,93.5,3.7
3089,40,Male,22.7,209,27.2,190.2,28.3,,,,,,,125.3,17,,,,,,,105.5,15.9,114.2,13,125.7,8.8,95.4,4,92.8,6.7,87.6,5.5,,
3090,46,Male,27.5,159.4,27.7,158.2,30.7,,,,,,,100,19.3,137.8,12.8,,,,,110.1,17.5,101.2,13,86.8,10.1,92.9,7.4,,,71.4,7.1,,
3091,53,Female,22.7,152.8,37.6,118.3,32.9,103.4,23.8,,,,,106.6,14.1,,,83,18.1,108.5,18.1,82.4,9.8,90.7,11.5,68.1,11.1,76.2,7.3,,,61.1,7.4,52.7,6.2
3092,35,Male,10.3,246.7,26.2,241.2,21.2,,,207.6,19.9,,,,,,,,,170.9,9.3,180.7,9.6,147.3,9.5,137.6,8.3,140.8,4.8,,,103.8,6.7,,
3093,20,Female,35.9,111.5,23.8,,,,,,,,,87.3,18.8,,,,,77.5,11.3,71.5,16.1,67.7,10.8,67.1,6.9,60.5,6.4,,,48.5,5.1,,
3094,33,Male,15,253.6,23,,,,,160.9,23.1,,,173.5,15.2,,,,,,,121.8,8.7,158,13.2,121.2,4.8,133.2,4.8,123.9,8,95.2,4.5,94.3,9.2
3095,47,Male,26.4,144.3,34.7,142.2,34.5,,,,,,,,,,,,,94,12.9,116.2,15.4,99.9,9.5,85.2,8.3,97.6,5.1,73,8.9,73.2,6.4,,
3096,47,Male,11.2,212.5,26.7,203,24.1,,,183,13.6,,,,,,,,,161.3,14.4,147.9,13.5,122.7,8.3,120.9,4.5,123.4,6.8,102.2,5.3,106.1,7.7,100.8,6.3
3097,57,Male,25.4,174.5,37.9,,,,,,,,,100,21.8,,,,,106.4,14.9,88,15,89.4,9.3,76,11.9,81.1,4.9,,,60.5,5.1,68.9,9.7
3098,26,Male,4.1,282.8,19.8,,,237.7,18.2,,,,,205.2,10.5,212.4,11.9,202.3,14.7,189,8.7,180.7,11.5,,,155.7,6.9,143.8,3,134.9,5.2,122.9,4.1,,
3099,46,Female,1.7,221,17.7,202.6,18.8,,,,,,,,,,,163.6,15.4,152.4,12.3,136.5,10.9,134.5,6,122.9,5.5,115.3,6,,,96.2,6.6,,
3100,40,Female,20.5,167.5,33.5,145.7,28.4,,,,,,,112.8,12.8,,,,,,,95.6,14.4,100.8,7.2,93.1,11.5,93.2,7.6,,,78.5,7.2,81.2,5.9
3101,43,Male,8,255.2,21.1,,,,,,,,,,,,,183.9,12,172.5,7.2,159.2,6.7,151.4,10.3,140.7,6.4,130.4,6.7,,,112.2,5.8,,
3102,55,Male,1.4,256.8,22.9,221,13.7,215.5,19.5,,,188.7,12.6,,,,,180.6,8.9,171.2,11.8,156.9,9.9,149,9.2,,,129.6,4.7,116,4.2,115.4,6.9,,
3103,32,Female,19.4,169.3,30.2,162.1,28,,,,,,,,,,,,,119.6,13.3,101.6,11.4,107.5,6.4,90.9,10.4,104.9,7,,,72.2,6.4,,
3104,48,Male,11.7,229.2,34.3,233.8,26.3,,,171.9,14.7,,,,,,,161.6,10,,,158.4,10.1,141.3,9.1,134,9.7,123.1,6.7,113.6,5.9,85.6,8.4,,
3105,57,Male,22.6,172.8,36.6,157.3,25.2,,,,,,,100,16.2,,,,,97.5,17.1,93.7,14.9,95.3,12.6,84.2,5.8,96.5,8.5,,,100.5,7,77.1,9.1
